filename,x_from,y_from,width,height,sign_class,sign_id,sign_class_id,timestamp
autosave24_10_2013_11_21_18_2.jpg,760,379,20,22,5_15_3,2084,33,1382602878.0
autosave09_10_2012_12_49_48_3.jpg,914,338,28,32,5_19_1,11369,8,1349776188.0
autosave21_01_2013_13_38_08_1.jpg,691,348,21,21,3_1,3680,75,1358768288.0
autosave21_01_2013_10_26_14_1.jpg,695,388,20,21,5_19_1,2929,8,1358756774.0
autosave10_10_2012_09_54_19_0.jpg,755,400,37,35,2_1,14296,1,1349852059.0
autosave02_10_2012_12_05_31_1.jpg,491,198,18,16,5_15_2,5556,44,1349168731.0
autosave01_02_2012_13_39_24.jpg,1238,298,41,40,5_19_1,1201,8,1328096364.0
autosave09_11_2012_09_19_49_4.jpg,938,399,25,25,4_2_2,3163,101,1352445589.0
autosave21_01_2013_10_20_44_0.jpg,1187,0,78,160,1_23,2922,2,1358756444.0
autosave16_10_2012_07_14_48_0.jpg,591,262,20,19,3_1,4092,75,1350360888.0
autosave13_04_2013_13_29_51_1.jpg,1113,454,19,31,5_16,6754,9,1365848991.0
autosave21_01_2013_09_58_42_0.jpg,832,340,32,27,1_17,2862,3,1358755122.0
autosave01_02_2012_11_37_08.jpg,147,342,42,37,5_19_1,727,8,1328089028.0
autosave09_10_2012_15_09_37_0.jpg,887,261,17,27,3_24_n20,12116,7,1349784577.0
autosave09_10_2012_15_10_06_2.jpg,694,248,24,26,2_1,12121,1,1349784606.0
autosave16_04_2013_13_02_42_0.jpg,901,535,28,26,5_19_1,7931,8,1366106562.0
autosave09_10_2012_13_14_58_0.jpg,726,328,22,21,2_3_2,11463,56,1349777698.0
autosave10_10_2012_09_54_47_2.jpg,1184,395,27,45,2_4,14299,14,1349852087.0
autosave09_10_2012_08_50_49_0.jpg,758,345,37,18,5_15_1,1705,42,1349761849.0
autosave16_04_2013_13_01_28_2.jpg,922,556,30,28,2_4,7926,14,1366106488.0
autosave10_10_2012_08_43_00_0.jpg,766,392,23,20,4_1_1,13848,24,1349847780.0
autosave09_10_2012_12_32_46_0.jpg,683,319,17,26,7_2,11189,43,1349775166.0
autosave16_04_2013_11_43_15_0.jpg,1400,453,51,51,4_1_1,7601,24,1366101795.0
autosave23_10_2012_09_24_13_0.jpg,925,336,22,22,3_27,8948,27,1350973453.0
autosave10_10_2012_14_48_55_0.jpg,1152,311,47,41,1_20_3,15594,17,1349869735.0
autosave21_01_2013_11_01_54_0.jpg,1082,206,41,50,2_1,2959,1,1358758914.0
autosave16_10_2012_08_33_37_4.jpg,586,323,24,24,1_23,4407,2,1350365617.0
autosave01_02_2012_11_11_11.jpg,219,425,23,25,3_1,655,75,1328087471.0
autosave21_01_2013_09_15_31_0.jpg,1052,319,18,23,5_16,2600,9,1358752531.0
autosave01_02_2012_13_48_18.jpg,765,342,28,28,5_19_1,1279,8,1328096898.0
autosave23_10_2012_09_03_43_0.jpg,345,321,33,34,5_19_1,8807,8,1350972223.0
autosave02_10_2012_12_27_58_2.jpg,357,267,34,31,2_5,5815,74,1349170078.0
autosave01_02_2012_10_02_16.jpg,781,368,29,29,5_19_1,301,8,1328083336.0
autosave24_10_2012_09_39_22_0.jpg,495,352,16,22,5_16,12606,9,1351060762.0
autosave10_10_2012_11_31_43_1.jpg,475,335,23,50,5_16,14743,9,1349857903.0
autosave23_10_2012_09_58_11_0.jpg,795,299,26,24,4_1_1,9844,24,1350975491.0
autosave23_10_2012_10_23_16_1.jpg,830,324,31,30,4_1_1,10118,24,1350976996.0
autosave09_10_2012_12_47_14_0.jpg,315,269,28,28,1_23,11341,2,1349776034.0
autosave02_10_2012_12_04_36_0.jpg,681,283,21,23,5_6,5549,47,1349168676.0
autosave09_10_2012_09_15_15_1.jpg,422,342,16,17,4_1_1,1793,24,1349763315.0
autosave16_04_2013_13_03_04_0.jpg,1380,304,105,113,5_20,7934,6,1366106584.0
autosave09_11_2012_09_02_26_2.jpg,826,351,19,20,3_27,3090,27,1352444546.0
autosave23_10_2012_11_32_19_2.jpg,865,345,33,35,2_3,10637,60,1350981139.0
autosave09_10_2012_11_59_23_2.jpg,728,338,24,25,2_1,11010,1,1349773163.0
autosave24_10_2012_10_47_47_1.jpg,906,283,20,21,3_27,12919,27,1351064867.0
autosave16_10_2012_08_48_36_4.jpg,701,332,19,23,5_19_1,4507,8,1350366516.0
autosave16_10_2012_11_27_55_0.jpg,880,307,30,29,2_1,5080,1,1350376075.0
autosave10_10_2012_13_31_03_0.jpg,129,373,42,38,3_21,15328,116,1349865063.0
autosave02_10_2012_12_10_27_0.jpg,271,61,29,29,5_15_2,5646,44,1349169027.0
autosave10_10_2012_12_10_34_1.jpg,752,397,18,26,5_16,14798,9,1349860234.0
autosave13_04_2013_15_33_57_2.jpg,1327,535,28,28,2_4,7291,14,1365856437.0
autosave01_02_2012_10_41_36.jpg,617,375,22,22,1_17,540,3,1328085696.0
autosave23_10_2012_09_13_14_0.jpg,971,301,18,17,5_15_5,8885,26,1350972794.0
autosave09_10_2012_09_06_45_0.jpg,721,350,17,18,5_15_3,1739,33,1349762805.0
autosave16_04_2013_14_47_40_2.jpg,1066,426,38,36,5_19_1,8462,8,1366112860.0
autosave23_10_2012_11_13_40_0.jpg,844,346,16,18,5_19_1,10535,8,1350980020.0
autosave10_10_2012_08_56_08_1.jpg,710,402,20,20,2_3_2,13917,56,1349848568.0
autosave01_02_2012_09_18_53.jpg,656,274,30,27,2_4,45,14,1328080733.0
autosave24_10_2012_11_14_16_0.jpg,935,316,17,17,6_4,13070,36,1351066456.0
autosave24_10_2013_11_27_05_1.jpg,653,355,35,33,2_1,2138,1,1382603225.0
autosave23_10_2012_11_58_14_2.jpg,800,352,16,16,3_20,10668,77,1350982694.0
autosave01_02_2012_09_15_27.jpg,826,307,26,36,5_16,16,9,1328080527.0
autosave23_10_2012_15_00_36_1.jpg,845,349,22,20,1_11,12449,64,1350993636.0
autosave10_10_2012_08_56_45_0.jpg,701,391,18,19,2_3_2,13918,56,1349848605.0
autosave24_10_2013_13_17_00_0.jpg,720,341,29,29,3_27,2532,27,1382609820.0
autosave09_10_2012_14_25_11_2.jpg,733,304,17,17,3_20,11934,77,1349781911.0
autosave21_01_2013_10_13_08_0.jpg,749,343,23,31,7_4,2901,49,1358755988.0
autosave13_04_2013_13_51_56_0.jpg,1039,450,23,24,3_24_n40,6959,4,1365850316.0
autosave09_10_2012_13_00_03_1.jpg,490,312,22,20,2_4,11411,14,1349776803.0
autosave16_10_2012_10_23_09_2.jpg,129,347,17,20,3_1,4750,75,1350372189.0
autosave23_10_2012_08_56_28_0.jpg,578,311,28,27,4_2_1,8783,16,1350971788.0
autosave16_04_2013_14_27_00_1.jpg,1284,343,47,47,5_19_1,8231,8,1366111620.0
autosave24_10_2012_11_17_28_2.jpg,1022,315,25,30,2_1,13099,1,1351066648.0
autosave09_10_2012_15_21_50_0.jpg,788,271,31,31,2_4,13563,14,1349785310.0
autosave16_10_2012_11_44_03_0.jpg,471,234,16,16,5_15_2,5204,44,1350377043.0
autosave16_10_2012_10_07_30_0.jpg,460,386,32,33,4_2_1,4718,16,1350371250.0
autosave09_10_2012_14_15_41_2.jpg,759,313,26,24,2_3,11876,60,1349781341.0
autosave09_10_2012_08_48_58_0.jpg,642,348,17,16,2_3_2,1700,56,1349761738.0
autosave02_10_2012_12_11_22_2.jpg,720,267,20,20,2_2,5669,13,1349169082.0
autosave13_04_2013_13_44_13_0.jpg,1195,386,84,80,2_1,6873,1,1365849853.0
autosave09_10_2012_11_19_33_1.jpg,492,325,19,17,4_2_1,10763,16,1349770773.0
autosave21_01_2013_09_13_11_0.jpg,1001,326,26,27,4_1_4,2591,90,1358752391.0
autosave09_10_2012_11_05_45_0.jpg,779,319,22,21,3_20,9681,77,1349769945.0
autosave21_01_2013_11_33_57_0.jpg,218,322,48,43,4_2_1,2985,16,1358760837.0
autosave24_10_2013_11_10_53_2.jpg,692,346,25,24,3_27,1965,27,1382602253.0
autosave13_04_2013_12_29_08_0.jpg,1619,370,61,52,2_1,6523,1,1365845348.0
autosave16_04_2013_14_25_28_0.jpg,1238,446,36,37,5_15_2_2,8214,57,1366111528.0
autosave24_10_2013_11_41_36_3.jpg,739,331,39,39,5_19_1,2303,8,1382604096.0
autosave16_10_2012_10_06_55_0.jpg,895,160,59,61,2_1,4713,1,1350371215.0
autosave21_01_2013_11_13_41_0.jpg,0,3,41,34,5_15_2,2969,44,1358759621.0
autosave21_01_2013_09_12_26_0.jpg,1064,316,28,43,7_3,2588,34,1358752346.0
autosave21_01_2013_11_54_57_0.jpg,1128,255,128,41,6_16,3454,11,1358762097.0
autosave21_01_2013_10_12_49_0.jpg,690,289,36,29,2_1,2899,1,1358755969.0
autosave23_10_2012_15_17_41_1.jpg,800,334,20,19,3_20,12504,77,1350994661.0
autosave21_01_2013_09_30_54_1.jpg,744,326,27,22,3_24_n40,2701,4,1358753454.0
autosave09_11_2012_09_49_16_0.jpg,956,337,22,22,4_1_1,3315,24,1352447356.0
autosave01_02_2012_12_42_02.jpg,307,410,18,19,5_19_1,990,8,1328092922.0
autosave02_10_2012_12_42_10_2.jpg,729,289,16,26,5_3,5868,107,1349170930.0
autosave23_10_2012_12_05_53_2.jpg,0,272,57,61,3_24_n5,10699,53,1350983153.0
autosave10_10_2012_13_21_53_1.jpg,682,409,22,22,6_4,15271,36,1349864513.0
autosave24_10_2012_11_41_11_0.jpg,935,311,25,20,1_22,13240,54,1351068071.0
autosave16_04_2013_15_20_24_2.jpg,510,472,29,28,5_19_1,8612,8,1366114824.0
autosave09_10_2012_08_41_44_1.jpg,650,336,21,20,2_3_2,1636,56,1349761304.0
autosave23_10_2012_09_03_32_3.jpg,511,376,17,17,5_19_1,8807,8,1350972212.0
autosave01_02_2012_10_34_40.jpg,554,386,19,19,1_17,486,3,1328085280.0
autosave10_10_2012_12_42_47_1.jpg,832,317,25,34,5_16,14914,9,1349862167.0
autosave02_10_2012_12_44_33_0.jpg,580,111,23,24,5_15_2,5890,44,1349171073.0
autosave09_10_2012_14_48_24_0.jpg,738,272,18,18,3_21,12045,116,1349783304.0
