filename,x_from,y_from,width,height,sign_class,sign_id,sign_class_id,timestamp
autosave01_02_2012_10_30_46.jpg,757,326,37,31,2_4,449,14,1328085046.0
autosave01_02_2012_09_27_52.jpg,688,373,19,19,6_4,88,36,1328081272.0
autosave16_10_2012_11_09_42_3.jpg,940,323,16,26,5_16,4868,9,1350374982.0
autosave16_04_2013_12_57_25_1.jpg,517,517,20,28,5_16,7890,9,1366106245.0
autosave23_10_2012_09_59_37_0.jpg,813,372,19,19,5_15_5,9857,26,1350975577.0
autosave24_10_2013_13_17_45_1.jpg,673,351,31,32,2_1,2552,1,1382609865.0
autosave21_01_2013_10_11_12_0.jpg,794,345,27,23,2_1,2891,1,1358755872.0
autosave01_02_2012_12_17_16.jpg,655,373,20,19,1_23,931,2,1328091436.0
autosave02_10_2012_12_15_54_2.jpg,120,76,56,58,6_3_1,5702,30,1349169354.0
autosave13_04_2013_15_34_45_0.jpg,843,384,88,91,3_20,7294,77,1365856485.0
autosave13_04_2013_12_32_07_0.jpg,1085,434,32,29,2_5,6535,74,1365845527.0
autosave24_10_2012_10_48_57_0.jpg,892,189,49,48,5_19_1,12928,8,1351064937.0
autosave21_01_2013_13_47_41_2.jpg,847,374,24,25,3_1,3691,75,1358768861.0
autosave24_10_2012_11_53_40_2.jpg,940,260,21,23,5_15_3,13378,33,1351068820.0
autosave24_10_2013_11_02_38_1.jpg,580,399,36,17,5_15_1,1857,42,1382601758.0
autosave10_10_2012_13_25_56_1.jpg,707,419,23,21,5_19_1,15301,8,1349864756.0
autosave16_10_2012_11_39_30_0.jpg,95,248,30,27,3_27,5136,27,1350376770.0
autosave23_10_2012_14_25_37_0.jpg,936,259,46,45,5_19_1,12367,8,1350991537.0
autosave02_10_2012_12_03_25_0.jpg,331,39,29,31,5_15_2,5515,44,1349168605.0
autosave10_10_2012_12_48_19_2.jpg,913,316,34,35,2_1,14952,1,1349862499.0
autosave16_04_2013_13_34_05_0.jpg,1129,844,29,27,1_23,8099,2,1366108445.0
autosave09_10_2012_09_13_39_3.jpg,713,335,20,20,3_27,1781,27,1349763219.0
autosave24_10_2012_11_07_11_0.jpg,857,321,26,22,2_4,13011,14,1351066031.0
autosave09_10_2012_14_52_35_0.jpg,780,274,22,21,3_24_n80,12062,98,1349783555.0
autosave23_10_2012_11_06_11_2.jpg,845,344,24,24,1_22,10484,54,1350979571.0
autosave09_10_2012_13_31_23_0.jpg,842,222,58,92,7_3,11612,34,1349778683.0
autosave16_10_2012_08_11_33_0.jpg,707,326,21,21,6_6,4298,41,1350364293.0
autosave16_04_2013_14_46_09_1.jpg,1135,456,40,40,2_1,8456,1,1366112769.0
autosave10_10_2012_13_00_38_0.jpg,929,162,59,58,5_19_1,15054,8,1349863238.0
autosave10_10_2012_09_54_29_1.jpg,791,375,25,30,3_20,14298,77,1349852069.0
autosave09_10_2012_14_08_32_0.jpg,1073,81,114,106,1_22,11829,54,1349780912.0
autosave09_10_2012_11_36_18_1.jpg,683,330,22,25,2_1,10894,1,1349771778.0
autosave09_10_2012_14_08_53_0.jpg,782,271,42,36,1_11_1,11837,40,1349780933.0
autosave23_10_2012_10_28_37_2.jpg,594,393,24,23,4_2_1,10186,16,1350977317.0
autosave09_10_2012_11_01_50_0.jpg,758,340,17,17,3_20,9663,77,1349769710.0
autosave09_10_2012_11_08_51_0.jpg,766,309,18,18,1_27,9723,55,1349770131.0
autosave16_04_2013_11_45_00_0.jpg,1141,472,30,29,5_5,7609,48,1366101900.0
autosave24_10_2012_10_10_18_2.jpg,521,341,19,22,5_16,12737,9,1351062618.0
autosave09_10_2012_14_00_31_3.jpg,687,341,19,18,2_4,11749,14,1349780431.0
autosave01_02_2012_09_38_40.jpg,459,315,24,24,5_15_2,146,44,1328081920.0
autosave09_10_2012_09_54_56_1.jpg,800,367,26,26,2_3_3,9449,62,1349765696.0
autosave10_10_2012_10_12_39_2.jpg,695,392,20,23,3_20,14441,77,1349853159.0
autosave01_02_2012_09_35_02.jpg,771,386,17,17,2_1,131,1,1328081702.0
autosave13_04_2013_12_18_28_0.jpg,1503,359,35,33,5_19_1,6449,8,1365844708.0
